OrderHash,Block,Action,Price,Quantity,OrderType,Subaccount
0x10e14197,5,EVENT_NEW,50011.97,7,SELL,64
0x17a51561,5,EVENT_NEW,50023.59,6,SELL,67
0x23e8c620,5,EVENT_NEW,49984.08,8,BUY_CANCEL,69
0xc69f6b6,5,EVENT_NEW,49974.71,1,SELL_CANCEL,70
0x294c1f84,5,EVENT_NEW,50042.12,1,SELL,71
0x242b0528,5,EVENT_NEW,50010.11,10,BUY_CANCEL,72
0x276a00e5,5,EVENT_NEW,50005.68,10,SELL,73
0x3a2e888d,5,EVENT_NEW,50026.0,6,BUY,74
0x25288389,5,EVENT_NEW,50023.51,9,SELL_CANCEL,76
0x34b828ff,5,EVENT_NEW,50018.31,3,SELL,77
0x1cf770dd,5,EVENT_NEW,49964.55,4,SELL,78
0x9bc3aee,5,EVENT_NEW,49957.37,2,BUY,79
0x20775a49,5,EVENT_NEW,50041.21,8,BUY,80
0x5cfe7e7,5,EVENT_NEW,49977.61,3,SELL_CANCEL,81
0x241af6f7,5,EVENT_NEW,50002.51,2,SELL,83
0x99d657a,5,EVENT_NEW,49966.54,6,BUY_CANCEL,85
0x2ecf7c55,5,EVENT_NEW,50032.52,2,SELL,86
0x165308c3,5,EVENT_NEW,50016.11,10,SELL,87
0x24c8120d,5,EVENT_NEW,49992.2,1,BUY_CANCEL,88
0xc5de091,5,EVENT_NEW,50047.13,3,SELL,89
0x2bb75753,5,EVENT_NEW,50027.72,9,SELL,90
0x154bacc4,5,EVENT_NEW,50040.02,7,BUY,91
0x2cfd53a7,5,EVENT_NEW,49952.77,7,BUY,93
0x20eff891,5,EVENT_NEW,49953.11,4,BUY,96
0x23213edf,5,EVENT_NEW,49957.58,6,BUY,97
0x37aa179e,5,EVENT_NEW,49967.1,2,BUY,98
0x2e1da3de,5,EVENT_NEW,49982.39,3,SELL,99
0x19b7fb4,6,EVENT_NEW,50008.35,10,SELL,0
0x90335bf,6,EVENT_NEW,49974.87,1,BUY,1
0x331d653e,6,EVENT_NEW,49978.06,6,BUY,3
0x23241512,6,EVENT_NEW,49989.24,10,BUY,4
0x1cec6768,6,EVENT_NEW,50030.07,10,BUY,5
0x2c8bb953,6,EVENT_NEW,49958.1,10,SELL_CANCEL,6
0x1a8ff916,6,EVENT_NEW,50008.02,3,SELL_CANCEL,7
0xb1ce53,6,EVENT_NEW,49962.94,9,BUY,8
0x2f3c6c7c,6,EVENT_NEW,49993.65,6,BUY_CANCEL,9
0x35824e55,6,EVENT_NEW,49963.6,8,SELL,10
0x1238cbdc,6,EVENT_NEW,49979.21,6,SELL_CANCEL,11
0xf127eb2,6,EVENT_NEW,49996.71,3,SELL,12
0xad5e5e0,6,EVENT_NEW,49979.55,6,BUY,13
0xa49d55,6,EVENT_NEW,49971.16,2,SELL,14
0x122cc79b,6,EVENT_NEW,49987.09,1,SELL,15
0x25762246,6,EVENT_NEW,49960.72,4,BUY,16
0x2f3a373b,6,EVENT_NEW,49976.28,5,BUY,17
0x17d740bc,6,EVENT_NEW,49997.13,7,BUY,20
0x362c9335,6,EVENT_NEW,50008.86,1,BUY,21
0x8829b1d,6,EVENT_NEW,49973.9,5,BUY,24
0x196ab414,6,EVENT_NEW,49986.47,5,BUY,25
0x15338b44,6,EVENT_NEW,50036.54,4,BUY,28
0x23e31e91,6,EVENT_NEW,50012.98,1,BUY,29
0xd3af828,6,EVENT_NEW,50043.03,7,BUY,30
0x33d5d1e5,6,EVENT_NEW,50032.4,2,BUY_CANCEL,31
0x1607012d,6,EVENT_NEW,49962.1,9,SELL,32
0x23e4dca5,6,EVENT_NEW,49994.92,1,BUY,33
0x213d21ca,6,EVENT_NEW,49953.95,9,SELL,36
0x6406ffa,6,EVENT_NEW,50020.24,10,SELL,37
0x2d9650b5,6,EVENT_NEW,50006.42,5,BUY_CANCEL,38
0x3953198e,6,EVENT_NEW,49950.71,4,BUY,39
0x116bd3cc,6,EVENT_NEW,49987.88,2,BUY_CANCEL,40
0x3022960c,6,EVENT_NEW,49968.51,1,BUY,43
0x27e0ab98,6,EVENT_NEW,49961.24,7,BUY_CANCEL,44
0x2ef7af3c,6,EVENT_NEW,49988.86,6,BUY,45
0x141ed069,6,EVENT_NEW,50043.13,6,SELL,46
0x2ee3942a,6,EVENT_NEW,50009.03,1,SELL,48
0x2425ee4c,6,EVENT_NEW,50007.5,8,SELL,50
0x17ac0224,6,EVENT_NEW,50025.17,5,SELL,51
0x1405fe8b,6,EVENT_NEW,49954.24,9,BUY,52
0x269998b2,6,EVENT_NEW,49969.27,8,SELL,53
0x1c0cc09c,6,EVENT_NEW,50035.9,6,BUY,55
0x8c09e6a,6,EVENT_NEW,50026.28,1,BUY,56
0x3498c81e,6,EVENT_NEW,50042.58,6,SELL,57
0x17356ff,6,EVENT_NEW,50013.13,9,SELL,58
0x238d2ec4,6,EVENT_NEW,49992.8,7,BUY,59
0xf920e22,6,EVENT_NEW,50043.52,5,BUY,60
0x329319e9,6,EVENT_NEW,49986.12,1,SELL,61
0xfd28079,6,EVENT_NEW,49951.04,1,BUY,62
0x332cf86e,6,EVENT_NEW,49973.45,9,BUY,63
0x11bda1e6,6,EVENT_NEW,49971.12,4,BUY_CANCEL,67
0x2df34255,6,EVENT_NEW,49967.31,4,SELL,68
0xf0f0aa5,6,EVENT_NEW,50048.12,1,SELL_CANCEL,69
0x17cfbc91,6,EVENT_NEW,49966.71,7,BUY,70
0x21438acf,6,EVENT_NEW,49982.11,5,BUY,72
0x25fd39be,6,EVENT_NEW,50030.11,9,SELL_CANCEL,74
0x19d3cd0f,6,EVENT_NEW,49978.81,4,SELL_CANCEL,76
0x33a1add8,6,EVENT_NEW,50033.6,10,BUY_CANCEL,77
0x5d74166,6,EVENT_NEW,50027.89,2,BUY,78
0x19b9c7d1,6,EVENT_NEW,50006.05,7,SELL,80
0x3174dd43,6,EVENT_NEW,50046.62,2,BUY,81
0x1ddd07d0,6,EVENT_NEW,50016.9,7,SELL,82
0x5483f3b,6,EVENT_NEW,49983.22,10,BUY,83
0x1d6842a6,6,EVENT_NEW,49978.17,10,SELL,84
0x21343327,6,EVENT_NEW,49973.48,8,SELL_CANCEL,85
0x3b90073f,6,EVENT_NEW,49982.71,6,BUY,86
0x3b2b259a,6,EVENT_NEW,50010.57,9,BUY,87
0x7c76b54,6,EVENT_NEW,49977.62,3,BUY,88
0x2e596bc0,6,EVENT_NEW,50013.68,9,SELL_CANCEL,89
0x1deb16e4,6,EVENT_NEW,50044.05,6,BUY,91
0x360d8a50,6,EVENT_NEW,49986.38,3,BUY,92
0x1e33cf6d,6,EVENT_NEW,49950.82,2,BUY,93
0x39c44a3d,6,EVENT_NEW,49954.22,2,SELL,94
0x22003b83,6,EVENT_NEW,50043.0,9,BUY_CANCEL,95
0xd7a3906,6,EVENT_NEW,50018.37,3,SELL,97
0x3442146e,6,EVENT_NEW,50020.45,2,BUY,99
0x36d39748,7,EVENT_NEW,49980.3,8,SELL,0
0x2682b4cd,7,EVENT_NEW,49999.89,4,SELL,1
0x2b9b90b1,7,EVENT_NEW,49953.68,4,SELL_CANCEL,4
0x2437e75,7,EVENT_NEW,49990.51,9,BUY,5
0x29c53647,7,EVENT_NEW,49998.42,9,BUY,6
0x37276461,7,EVENT_NEW,49967.23,7,BUY,7
0x2de0b5b6,7,EVENT_NEW,49954.44,5,BUY,8
0x3ab774de,7,EVENT_NEW,49980.83,3,BUY,10
0x9652d78,7,EVENT_NEW,49953.06,4,SELL,11
0x1065c591,7,EVENT_NEW,49952.66,10,SELL,12
0x2fe9ae20,7,EVENT_NEW,49985.49,1,BUY,13
0x3410b54,7,EVENT_NEW,49957.04,9,SELL,14
0x1e67af3d,7,EVENT_NEW,50010.55,7,SELL,15
0x5c8de91,7,EVENT_NEW,49976.72,1,SELL_CANCEL,16
0x16437c4b,7,EVENT_NEW,49986.82,8,SELL,17
0x1ff8f614,7,EVENT_NEW,49960.84,9,SELL_CANCEL,18
0x2112107b,7,EVENT_NEW,50046.41,2,BUY_CANCEL,19
0x2225f3fc,7,EVENT_NEW,49988.3,9,BUY,20
0x32621c3a,7,EVENT_NEW,50036.1,2,SELL,21
0x182d890e,7,EVENT_NEW,49987.21,10,SELL,22
0x2518df5,7,EVENT_NEW,49987.68,2,BUY_CANCEL,24
0x29891962,7,EVENT_NEW,49970.98,4,SELL,25
0x2bea2480,7,EVENT_NEW,49993.68,3,SELL,26
0x10db32d4,7,EVENT_NEW,50043.07,8,SELL_CANCEL,27
0x30f9ff5e,7,EVENT_NEW,49989.73,4,SELL,28
0x30b768ad,7,EVENT_NEW,50031.02,2,SELL,31
0xe401fa2,7,EVENT_NEW,49974.11,9,SELL,32
0x1f0ee083,7,EVENT_NEW,50006.83,5,BUY,33
0x128346e1,7,EVENT_NEW,49989.01,10,BUY,34
0x3951599c,7,EVENT_NEW,50002.92,2,SELL,36
0x6de1b7f,7,EVENT_NEW,49949.69,3,SELL,38
0xc992978,7,EVENT_NEW,49997.6,10,SELL,39
0x303cedc0,7,EVENT_NEW,50024.21,6,SELL,40
0x2aaa040b,7,EVENT_NEW,49955.64,5,SELL_CANCEL,41
0x936075a,7,EVENT_NEW,49961.0,1,BUY,45
0x2916b990,7,EVENT_NEW,49963.09,1,SELL,47
0x27d5c02d,7,EVENT_NEW,49980.83,7,SELL,49
0x166a86ea,7,EVENT_NEW,50049.54,6,BUY,51
0x2ce8ea82,7,EVENT_NEW,49982.8,8,SELL,52
0x275d4f39,7,EVENT_NEW,50030.89,9,SELL,55
0x3573d01f,7,EVENT_NEW,50040.48,2,BUY,56
0xd66c9f,7,EVENT_NEW,50026.01,2,BUY_CANCEL,57
0x10fc2cbd,7,EVENT_NEW,50009.49,9,SELL_CANCEL,58
0xf6c95af,7,EVENT_NEW,50010.28,4,SELL,59
0xb3ab759,7,EVENT_NEW,50031.85,6,BUY,60
0x1cbc2b74,7,EVENT_NEW,50010.22,5,BUY,61
0x2120f889,7,EVENT_NEW,49996.3,8,BUY,62
0x11a1c3bb,7,EVENT_NEW,50027.52,5,BUY,63
0x1ef910eb,7,EVENT_NEW,49975.62,2,SELL,64
0x1da29ed2,7,EVENT_NEW,50007.39,9,BUY,65
0xa16c2ed,7,EVENT_NEW,50046.21,8,BUY,66
0x1c9edeb3,7,EVENT_NEW,49977.28,9,SELL_CANCEL,67
0x20c955e0,7,EVENT_NEW,50006.54,5,BUY_CANCEL,68
0x5fba00e,7,EVENT_NEW,50006.05,4,BUY_CANCEL,69
0x16b09799,7,EVENT_NEW,49956.13,6,SELL,70
0x3b061691,7,EVENT_NEW,49966.54,8,SELL,71
0x22fd3379,7,EVENT_NEW,50040.46,9,SELL,72
0x17665a13,7,EVENT_NEW,49989.65,4,SELL_CANCEL,74
0x109afb44,7,EVENT_NEW,50024.68,9,SELL_CANCEL,75
0xf9d970b,7,EVENT_NEW,50003.08,5,BUY_CANCEL,76
0x31761473,7,EVENT_NEW,50015.71,7,SELL,78
0xc8f3c0f,7,EVENT_NEW,49963.38,8,SELL,80
0x27c77f2d,7,EVENT_NEW,49957.12,5,SELL,82
0xeba24e0,7,EVENT_NEW,49968.75,8,SELL,83
0x2c87fb2,7,EVENT_NEW,50037.29,8,BUY,84
0x131fbd96,7,EVENT_NEW,49972.15,6,SELL_CANCEL,85
0x254ce5,7,EVENT_NEW,50027.54,4,BUY,86
0x2fb18983,7,EVENT_NEW,50007.19,5,SELL,87
0x1b7f32da,7,EVENT_NEW,50020.92,3,SELL,89
0xfa64b9e,7,EVENT_NEW,49989.11,3,BUY,90
0x5368b9e,7,EVENT_NEW,50041.99,7,SELL,91
0x3a826d24,7,EVENT_NEW,50027.9,6,SELL,94
0x1c60d931,7,EVENT_NEW,50029.27,2,SELL,96
0x2539a303,7,EVENT_NEW,49960.02,9,SELL,97
0x292a5fbe,7,EVENT_NEW,49987.07,9,BUY,99
0x49ee0f7,8,EVENT_NEW,49986.47,7,BUY,0
0x28430869,8,EVENT_NEW,50008.88,1,SELL,1
0x376fbd0e,8,EVENT_NEW,49957.41,3,SELL,2
0x188539cf,8,EVENT_NEW,50024.37,1,BUY_CANCEL,3
0x186f1fcd,8,EVENT_NEW,50002.52,9,BUY,4
0x2079c380,8,EVENT_NEW,49995.07,1,BUY,5
0x1ea3e4c2,8,EVENT_NEW,49956.95,10,BUY_CANCEL,6
0x3626972b,8,EVENT_NEW,50000.97,7,BUY,7
0x262a5d4b,8,EVENT_NEW,49970.12,7,SELL,8
0x1c4f3b07,8,EVENT_NEW,50014.2,5,BUY_CANCEL,9
0xd040459,8,EVENT_NEW,49994.16,4,BUY,10
0x7a29f26,8,EVENT_NEW,50004.81,1,SELL_CANCEL,12
0xe2b6c47,8,EVENT_NEW,50048.41,8,BUY,13
0x2f23b45d,8,EVENT_NEW,49966.45,9,SELL_CANCEL,14
0x4c5a170,8,EVENT_NEW,50048.71,9,SELL,15
0x28bcb83b,8,EVENT_NEW,49998.33,10,BUY_CANCEL,16
0x32b2584c,8,EVENT_NEW,49958.16,1,BUY_CANCEL,17
0xb24ea1,8,EVENT_NEW,49977.82,7,BUY_CANCEL,20
0x15b0aef3,8,EVENT_NEW,50014.22,3,BUY,23
0x134d5548,8,EVENT_NEW,49972.27,5,BUY,24
0x2761fb75,8,EVENT_NEW,50029.44,8,BUY,26
0x2090cd31,8,EVENT_NEW,49998.06,9,BUY,27
0xe0c6c8c,8,EVENT_NEW,49963.25,3,SELL,28
0x29fe4c4c,8,EVENT_NEW,49954.06,3,SELL,29
0x17054aef,8,EVENT_NEW,50045.05,2,SELL,30
0x2b3a45bb,8,EVENT_NEW,49984.36,5,SELL_CANCEL,31
0xc553595,8,EVENT_NEW,50006.55,9,SELL,32
0x2540a00f,8,EVENT_NEW,50037.79,9,SELL,33
0x1eca842d,8,EVENT_NEW,50019.48,1,BUY,36
0x24c75542,8,EVENT_NEW,49997.87,8,BUY,37
0x1dc83328,8,EVENT_NEW,49979.84,7,BUY,38
0x1d7bd60,8,EVENT_NEW,50019.76,10,SELL,40
0x96eda3a,8,EVENT_NEW,50000.84,5,BUY_CANCEL,41
0x35f44e9f,8,EVENT_NEW,50032.93,9,BUY,43
0x255ce2a9,8,EVENT_NEW,49963.1,4,SELL,44
0x2b3c00fd,8,EVENT_NEW,50008.84,9,SELL,45
0x3878e2b2,8,EVENT_NEW,49996.79,8,SELL,47
0x3756ea51,8,EVENT_NEW,50030.02,10,BUY_CANCEL,48
0x1e49717,8,EVENT_NEW,50048.11,7,SELL,49
0x38b7143e,8,EVENT_NEW,50038.29,9,BUY_CANCEL,50
0x38ac8803,8,EVENT_NEW,50023.92,3,SELL,52
0x2e8f49ae,8,EVENT_NEW,50023.69,6,BUY,54
0x177c7da9,8,EVENT_NEW,50002.27,6,SELL_CANCEL,55
0x11ea8b39,8,EVENT_NEW,50008.3,3,BUY,56
0x3aff9104,8,EVENT_NEW,50025.97,5,BUY,57
0x13fcc17a,8,EVENT_NEW,49960.99,8,BUY,58
0x3ab295aa,8,EVENT_NEW,49989.01,10,BUY,59
0x296141e1,8,EVENT_NEW,49982.7,6,SELL,60
0x31d9c6e5,8,EVENT_NEW,49972.58,10,BUY,62
0x3ce417a,8,EVENT_NEW,49984.92,4,BUY,63
0x1dff56b8,8,EVENT_NEW,50039.85,7,BUY,64
0x23c85244,8,EVENT_NEW,49965.12,10,BUY,65
0x1ea217ff,8,EVENT_NEW,50030.75,10,BUY,67
0x21237d1d,8,EVENT_NEW,50036.69,7,BUY,68
0x25269ba3,8,EVENT_NEW,49984.53,2,BUY,70
0x2021ce0,8,EVENT_NEW,50000.72,4,BUY,71
0x318c6eef,8,EVENT_NEW,50004.94,5,BUY,72
0x53843a9,8,EVENT_NEW,49983.35,5,BUY,73
0x6bbeb65,8,EVENT_NEW,49969.33,5,BUY_CANCEL,74
0x225134de,8,EVENT_NEW,49973.13,4,SELL,76
0x25a28362,8,EVENT_NEW,50002.76,8,SELL,77
0x296c64a2,8,EVENT_NEW,49989.89,10,SELL,78
0x2732d219,8,EVENT_NEW,50003.96,8,SELL,79
0xc680bbb,8,EVENT_NEW,50048.85,5,SELL,80
0x2997d78e,8,EVENT_NEW,50013.51,7,SELL,81
0x14516370,8,EVENT_NEW,50001.47,3,SELL,82
0x17cc8ac0,8,EVENT_NEW,49962.53,10,BUY,83
0x1668bee4,8,EVENT_NEW,50022.3,9,BUY,84
0x8caf006,8,EVENT_NEW,50008.22,6,SELL_CANCEL,85
0x18146fa6,8,EVENT_NEW,50003.38,2,BUY,86
0x15a0a43c,8,EVENT_NEW,49982.66,10,BUY_CANCEL,89
0x1cafda84,8,EVENT_NEW,50014.12,8,BUY,91
0x1c686238,8,EVENT_NEW,50019.53,8,BUY,92
0x3aa2b30f,8,EVENT_NEW,49964.72,6,BUY,94
0x23e24f0a,8,EVENT_NEW,50041.47,1,BUY,95
0x158fa35a,8,EVENT_NEW,49968.68,1,SELL,96
0xe8391c6,8,EVENT_NEW,50049.64,10,BUY,97
0x40fe3c2,8,EVENT_NEW,50041.02,6,BUY,99
0x33f20a5d,9,EVENT_NEW,50027.89,3,BUY,0
0x2b6134ee,9,EVENT_NEW,49960.13,8,BUY,1
0xa6c3ac5,9,EVENT_NEW,50021.58,8,BUY,2
0xace6c14,9,EVENT_NEW,50038.98,9,SELL,3
0x186d6398,9,EVENT_NEW,49972.51,5,BUY,4
0x38ce50d4,9,EVENT_NEW,49950.56,3,BUY,5
0x2af8cd7c,9,EVENT_NEW,50002.64,1,SELL,6
0x2b88165e,9,EVENT_NEW,50008.57,1,BUY,7
0x39003b38,9,EVENT_NEW,50018.58,10,BUY,8
0x61d331b,9,EVENT_NEW,50021.03,4,SELL,9
0x11a1c1f8,9,EVENT_NEW,50050.4,6,BUY,11
0x2f99492,9,EVENT_NEW,49951.66,7,BUY,12
0x257dad09,9,EVENT_NEW,50017.7,6,BUY,13
0x37bb412c,9,EVENT_NEW,50044.83,3,SELL,14
0x2b3ac10c,9,EVENT_NEW,49972.65,9,SELL,15
0x38aa11dc,9,EVENT_NEW,49956.67,8,BUY,19
0x23bcff77,9,EVENT_NEW,49956.07,10,SELL,21
0x1b0bd2f0,9,EVENT_NEW,50042.73,5,BUY,23
0x1a8c84a7,9,EVENT_NEW,49966.67,9,BUY,24
0x20d1de56,9,EVENT_NEW,50029.06,7,BUY,26
0x35f61a43,9,EVENT_NEW,50029.88,3,BUY,27
0x1745cfb4,9,EVENT_NEW,49998.03,1,BUY,28
0xc89de21,9,EVENT_NEW,49965.96,8,BUY,29
0x386de39c,9,EVENT_NEW,49990.89,10,SELL,30
0x1b910cd3,9,EVENT_NEW,50031.82,7,SELL_CANCEL,31
0x396aa3db,9,EVENT_NEW,49995.47,9,BUY,32
0x97fa3af,9,EVENT_NEW,50047.05,8,SELL,33
0x16a6e259,9,EVENT_NEW,50011.72,1,BUY,36
0x391a0518,9,EVENT_NEW,49989.19,7,BUY_CANCEL,38
0x27ec7a49,9,EVENT_NEW,49951.53,8,SELL,39
0x3dff79,9,EVENT_NEW,50044.76,2,SELL,40
0x26f736b8,9,EVENT_NEW,49975.62,2,BUY,44
0x1e4d637b,9,EVENT_NEW,49952.29,3,SELL,45
0x12186609,9,EVENT_NEW,49965.28,1,SELL,46
0x1b6f0d05,9,EVENT_NEW,49971.99,9,BUY,47
0x2b57996f,9,EVENT_NEW,49958.22,7,SELL,49
0x230ff85b,9,EVENT_NEW,49975.1,3,BUY_CANCEL,50
0x27775e6a,9,EVENT_NEW,50002.53,10,BUY,52
0x20f89c3,9,EVENT_NEW,50019.22,7,SELL,53
0x18c9067e,9,EVENT_NEW,49959.46,1,BUY,55
0x2bb54fd5,9,EVENT_NEW,49959.34,6,BUY,56
0x2cb0c617,9,EVENT_NEW,49955.13,2,SELL,57
0x11e0a721,9,EVENT_NEW,50017.94,5,SELL,58
0x2e4d7b65,9,EVENT_NEW,50000.58,9,BUY,59
0x352b98f8,9,EVENT_NEW,50044.1,7,BUY,60
0x1991bc27,9,EVENT_NEW,49968.3,5,SELL,62
0x27f08165,9,EVENT_NEW,50001.46,4,SELL,65
0x3052043d,9,EVENT_NEW,49970.88,6,SELL_CANCEL,67
0x16c2425f,9,EVENT_NEW,50047.61,9,SELL,68
0x1fd18db,9,EVENT_NEW,50012.02,10,BUY,69
0x287e905c,9,EVENT_NEW,49984.86,8,SELL,70
0x8929b4f,9,EVENT_NEW,50009.0,3,BUY,72
0x2b6712,9,EVENT_NEW,50042.76,9,BUY_CANCEL,73
0xeba4b01,9,EVENT_NEW,50011.03,10,BUY_CANCEL,74
0x23753f80,9,EVENT_NEW,49976.28,7,BUY,75
0x1e5a857b,9,EVENT_NEW,49981.31,10,SELL,78
0x8bcb56f,9,EVENT_NEW,50049.59,1,SELL,80
0x78dffd8,9,EVENT_NEW,49994.21,1,BUY,81
0x327bb078,9,EVENT_NEW,50013.73,9,BUY,82
0xdd07968,9,EVENT_NEW,50017.32,10,BUY,83
0x318c0d69,9,EVENT_NEW,49956.96,7,SELL,84
0xc77f09e,9,EVENT_NEW,50033.21,10,SELL,85
0x3e1c51f,9,EVENT_NEW,50031.37,6,BUY_CANCEL,86
0x1331fde0,9,EVENT_NEW,50010.25,5,SELL,87
0x33109127,9,EVENT_NEW,49961.26,6,SELL,89
0x1fb4a2f3,9,EVENT_NEW,50020.89,9,BUY,91
0x27fa62cf,9,EVENT_NEW,49953.89,4,SELL,92
0x1886d6c5,9,EVENT_NEW,50014.47,1,BUY_CANCEL,93
0x87127bf,9,EVENT_NEW,49966.0,4,BUY,94
0x4170c11,9,EVENT_NEW,50034.26,6,BUY,95
0x2ca10bce,9,EVENT_NEW,49995.82,6,SELL,96
0x15953955,9,EVENT_NEW,50045.37,7,BUY,97
0x1a847782,10,EVENT_NEW,49996.53,4,SELL,0
0x3a1ac5a8,10,EVENT_NEW,49970.62,8,SELL,2
0x1b8b9517,10,EVENT_NEW,50017.27,1,BUY_CANCEL,5
0x16c6b79e,10,EVENT_NEW,49978.7,3,BUY,6
0x31da50ad,10,EVENT_NEW,49994.22,9,SELL,7
0x3ae602d1,10,EVENT_NEW,49994.15,6,BUY,8
0x1c293e11,10,EVENT_NEW,50042.75,5,SELL_CANCEL,9
0x210a2e8a,10,EVENT_NEW,49969.87,9,BUY,10
0x3975f87,10,EVENT_NEW,50004.37,1,SELL,11
0xf198309,10,EVENT_NEW,50020.06,7,SELL,13
0xec2de04,10,EVENT_NEW,50024.33,3,SELL,14
0x1dc7418b,10,EVENT_NEW,49970.12,7,BUY,15
0x2dd0dbf6,10,EVENT_NEW,49986.93,2,SELL_CANCEL,16
0x41871d2,10,EVENT_NEW,49956.09,4,SELL,19
0x1c483d3c,10,EVENT_NEW,50033.13,7,BUY,20
0x33fbe39a,10,EVENT_NEW,49998.78,10,SELL,21
0x1c37edc9,10,EVENT_NEW,49954.41,9,SELL,22
0x8b73bd6,10,EVENT_NEW,50043.72,7,BUY,24
0x8cd0737,10,EVENT_NEW,50025.05,3,BUY_CANCEL,26
0x18ecc936,10,EVENT_NEW,50013.75,3,BUY_CANCEL,28
0x24660471,10,EVENT_NEW,50039.44,6,BUY,29
0xb0f5faf,10,EVENT_NEW,49963.91,3,BUY_CANCEL,31
0x36ef499f,10,EVENT_NEW,49957.05,1,BUY,32
0x16409c25,10,EVENT_NEW,49982.98,2,SELL,33
0x11fa4c23,10,EVENT_NEW,49983.68,1,SELL,36
0x1ea9935a,10,EVENT_NEW,49975.16,4,SELL,37
0x77e6340,10,EVENT_NEW,49951.93,8,SELL,40
0x34ba7dc2,10,EVENT_NEW,50025.55,8,BUY_CANCEL,41
0x13c3a1ae,10,EVENT_NEW,50045.22,3,SELL,42
0x1e8c1974,10,EVENT_NEW,49956.07,5,SELL,44
0x1737d4d1,10,EVENT_NEW,50028.49,7,BUY,48
0x545229b,10,EVENT_NEW,49987.17,2,SELL_CANCEL,49
0x12b8807,10,EVENT_NEW,50036.48,6,BUY,50
0xa392471,10,EVENT_NEW,49987.16,5,BUY,51
0x3128fb9b,10,EVENT_NEW,49971.49,8,BUY,54
0x29e0f841,10,EVENT_NEW,50023.8,10,BUY_CANCEL,55
0x1d5cb6d3,10,EVENT_NEW,49977.75,4,BUY,56
0x7c4ff9b,10,EVENT_NEW,50009.91,9,BUY,57
0x8698bac,10,EVENT_NEW,50003.0,8,SELL,58
0x2c163819,10,EVENT_NEW,50001.21,2,BUY,60
0xdcc1f1b,10,EVENT_NEW,50029.78,10,SELL,61
0x3a62073c,10,EVENT_NEW,49969.77,6,BUY_CANCEL,63
0x111b38c3,10,EVENT_NEW,49989.93,9,BUY_CANCEL,64
0xd7bd783,10,EVENT_NEW,49958.15,1,BUY,67
0x29559ebf,10,EVENT_NEW,49954.38,7,BUY,70
0x12459b21,10,EVENT_NEW,49963.37,5,SELL,71
0x27c9a49e,10,EVENT_NEW,49971.6,5,SELL,72
0x14847ef6,10,EVENT_NEW,49999.42,8,BUY,73
0xde6fdea,10,EVENT_NEW,50043.58,2,BUY_CANCEL,74
0x570957e,10,EVENT_NEW,49988.02,3,SELL_CANCEL,76
0x2cb345bd,10,EVENT_NEW,50015.84,7,SELL,77
0x22aff82d,10,EVENT_NEW,49993.83,2,SELL,78
0x2bdaff61,10,EVENT_NEW,49984.41,2,BUY,79
0x2c90ba4f,10,EVENT_NEW,49985.77,7,SELL,80
0x37a7b883,10,EVENT_NEW,50024.24,6,BUY,81
0x156a6747,10,EVENT_NEW,49954.94,1,BUY,82
0x2aecd87a,10,EVENT_NEW,50021.72,7,BUY,83
0x231701ef,10,EVENT_NEW,49997.24,7,SELL,84
0x30f39024,10,EVENT_NEW,50003.77,7,SELL_CANCEL,85
0x2e8522f6,10,EVENT_NEW,50020.63,6,BUY,86
0x15d63603,10,EVENT_NEW,50029.37,10,BUY,87
0x275d800e,10,EVENT_NEW,49986.02,8,SELL,88
0x8d3cda0,10,EVENT_NEW,50006.85,4,BUY,90
0x180d6db6,10,EVENT_NEW,50007.38,4,SELL,91
0x2a1270da,10,EVENT_NEW,50001.38,8,SELL,93
0x2df53266,10,EVENT_NEW,50012.74,9,SELL,94
0x2a356836,10,EVENT_NEW,50032.29,7,BUY,97
0x30a8dd0d,11,EVENT_NEW,49960.48,4,BUY,1
0xff3a8c,11,EVENT_NEW,49957.96,10,BUY,2
0x3463e682,11,EVENT_NEW,49967.27,1,BUY,3
0xeb4a0ed,11,EVENT_NEW,49971.59,8,BUY_CANCEL,5
0x7e80180,11,EVENT_NEW,50013.59,6,BUY,6
0x505f788,11,EVENT_NEW,50021.78,4,SELL_CANCEL,7
0x6297d18,11,EVENT_NEW,49996.4,4,SELL,8
0x1c77c62d,11,EVENT_NEW,50045.43,2,SELL,9
0x2ef05c09,11,EVENT_NEW,50022.92,3,SELL,10
0x2afc94e0,11,EVENT_NEW,49966.03,3,SELL,11
0x30231a5b,11,EVENT_NEW,49955.98,2,BUY,12
0x23d0eb4f,11,EVENT_NEW,50043.02,3,SELL,14
0x22eae9a4,11,EVENT_NEW,49962.72,5,BUY_CANCEL,18
0x1147fc52,11,EVENT_NEW,49969.22,6,SELL_CANCEL,19
0x87b0899,11,EVENT_NEW,50042.39,7,SELL,20
0x39e54fb3,11,EVENT_NEW,49991.94,5,SELL_CANCEL,21
0x1e2747a7,11,EVENT_NEW,49971.57,2,BUY_CANCEL,23
0x1652b00,11,EVENT_NEW,49972.34,2,BUY_CANCEL,24
0x293d90ae,11,EVENT_NEW,49992.35,9,BUY,25
0x2c82140a,11,EVENT_NEW,49998.81,5,SELL,26
0x289cce73,11,EVENT_NEW,49990.44,3,BUY,28
0x1d5df047,11,EVENT_NEW,49967.11,1,SELL,29
0x2adf07a5,11,EVENT_NEW,49972.08,2,BUY,30
